orth_id	hESC_rep1	hESC_rep1.UT	hESC_rep2	hESC_rep2.UT	hESC_rep3	hESC_rep3.UT	mESC_rep1	mESC_rep1.UT	mESC_rep2	mESC_rep2.UT	mESC_rep3	mESC_rep3.UT
ENSG00000117602__ENSMUSG00000059713	808	380	867	467	1268	527	731	625	784	752	854	759
ENSG00000184454__ENSMUSG00000043924	13	2	10	2	5	2	52	63	72	122	82	101
ENSG00000133226__ENSMUSG00000028809	11062	5032	14614	6411	15180	6565	9075	8385	8305	9232	9667	10584
ENSG00000169504__ENSMUSG00000037242	15696	9731	9383	10554	26721	10627	7412	5440	6763	7181	8721	7716
ENSG00000020633__ENSMUSG00000070691	24	6	24	7	15	6	3	5	15	16	21	16
ENSG00000117614__ENSMUSG00000028821	1432	715	1164	925	2536	908	809	565	867	877	942	835
ENSG00000117616__ENSMUSG00000037266	806	531	905	439	2045	574	3915	5232	4407	5184	6651	6681
ENSG00000187010__ENSMUSG00000028825	16	8	10	13	36	14	13	19	24	18	30	22
ENSG00000183726__ENSMUSG00000028822	4327	1814	4493	1936	5732	2203	1145	906	1056	965	1326	1121
ENSG00000188672__ENSMUSG00000028825	11	2	7	1	1	3	13	19	24	18	30	22
ENSG00000204178__ENSMUSG00000028826	1223	525	1169	551	1957	607	917	771	1012	1178	966	964
ENSG00000157978__ENSMUSG00000037295	1822	547	1806	584	1537	641	360	349	324	250	360	291
ENSG00000117643__ENSMUSG00000037306	469	219	504	191	494	225	89	81	84	86	135	113
ENSG00000162430__ENSMUSG00000050989	9708	2760	10605	3217	8030	3464	160	141	112	105	206	136
ENSG00000255054__ENSMUSG00000050989	0	0	0	0	0	0	160	141	112	105	206	136
ENSG00000117640__ENSMUSG00000046671	1200	390	1284	395	1203	471	911	833	955	977	963	973
ENSG00000127423__ENSMUSG00000078521	1761	582	1792	645	1663	647	467	345	485	521	435	462
ENSG00000182749__ENSMUSG00000037348	600	148	680	178	503	202	24	18	35	37	35	27
ENSG00000117632__ENSMUSG00000028832	29283	8870	32047	11339	29593	12122	2493	2107	2339	2357	2340	2364
ENSG00000158006__ENSMUSG00000037366	1314	383	1263	276	1137	379	560	459	536	372	595	416
ENSG00000158008__ENSMUSG00000028838	53	22	57	12	42	7	283	294	180	245	324	351
ENSG00000158014__ENSMUSG00000028836	65	11	58	21	37	13	1360	952	592	413	898	526
ENSG00000158022__ENSMUSG00000028834	2	1	2	1	1	0	122	86	77	56	185	119
ENSG00000175087__ENSMUSG00000050890	136	106	74	130	232	128	257	334	317	364	374	396
ENSG00000197245__ENSMUSG00000050105	26	9	20	5	29	9	5	8	10	13	12	6
ENSG00000142684__ENSMUSG00000028840	27	7	27	8	25	10	35	28	37	40	30	23
ENSG00000142675__ENSMUSG00000028841	607	182	713	183	582	216	19	16	15	5	22	12
ENSG00000188782__ENSMUSG00000048003	44	7	35	5	22	11	0	1	0	1	0	2
ENSG00000130695__ENSMUSG00000037443	4868	1437	4551	1246	4135	1523	1402	1153	1332	1447	1555	1506
ENSG00000142669__ENSMUSG00000028843	2654	764	3867	1136	3024	1230	1245	812	978	938	928	799
ENSG00000158062__ENSMUSG00000012126	746	254	766	214	668	241	218	204	210	232	277	243
ENSG00000169442__ENSMUSG00000000682	57	9	62	8	36	9	2	3	3	6	5	5
ENSG00000176092__ENSMUSG00000012123	1144	273	1127	253	790	278	320	226	273	280	429	290
ENSG00000131914__ENSMUSG00000050966	129985	35956	127653	45220	111909	46667	1972	1595	1571	2160	1702	1752
ENSG00000117682__ENSMUSG00000012117	3697	996	3780	1122	2971	1185	564	405	603	523	586	528
ENSG00000198830__ENSMUSG00000070713	12591	4313	15591	5871	15009	6472	126	69	91	73	100	50
ENSG00000198830__ENSMUSG00000003038	12591	4313	15591	5871	15009	6472	1182	786	1335	1128	1172	944
ENSG00000117676__ENSMUSG00000003644	5887	1438	5659	1500	4205	1599	5490	4008	4834	4453	5028	4316
ENSG00000117713__ENSMUSG00000007880	10948	4486	11597	4968	11913	5281	4179	3390	4569	4532	4252	3952
ENSG00000060642__ENSMUSG00000043257	673	164	564	169	554	174	356	338	342	327	401	439
ENSG00000204160__ENSMUSG00000037553	3382	788	3243	751	2600	960	1297	996	1136	1123	1254	1129
ENSG00000175793__ENSMUSG00000047281	863	93	642	75	614	101	2814	1617	2284	1404	1885	1047
ENSG00000142751__ENSMUSG00000028848	1995	629	2166	708	1950	773	448	329	410	451	367	406
ENSG00000198746__ENSMUSG00000028850	1576	379	1630	497	1409	522	215	164	232	218	212	165
ENSG00000090273__ENSMUSG00000028851	13126	3938	14979	5160	12940	5565	3790	2651	3779	4167	3705	3892
ENSG00000131910__ENSMUSG00000037583	4	0	2	2	0	0	0	0	1	0	1	0
ENSG00000175707__ENSMUSG00000037600	1196	316	1198	325	950	373	82	40	42	36	58	41
ENSG00000253368__ENSMUSG00000056596	1990	586	2173	592	1848	675	154	91	113	73	157	104
ENSG00000158246__ENSMUSG00000046694	7801	2769	7827	3389	7190	3201	73	37	74	69	76	48
ENSG00000090020__ENSMUSG00000028854	2520	688	2720	874	2619	912	1248	853	1048	912	1285	1008
ENSG00000142784__ENSMUSG00000037622	1617	501	1853	563	1479	598	2426	1534	2359	2185	2715	2171
ENSG00000186501__ENSMUSG00000028857	2090	507	2312	710	1813	789	935	737	890	891	1016	981
ENSG00000206888__ENSMUSG00000065678	2	0	3	0	0	2	0	0	0	0	0	0
ENSG00000142765__ENSMUSG00000028860	318	71	418	52	294	73	206	151	139	69	181	88
ENSG00000142733__ENSMUSG00000028862	723	181	690	141	496	199	114	79	160	93	137	85
ENSG00000174950__ENSMUSG00000028865	54	13	65	19	40	17	43	48	37	48	62	53
ENSG00000181773__ENSMUSG00000049649	743	141	736	109	675	208	6	5	6	7	16	12
ENSG00000158195__ENSMUSG00000028868	12318	3031	12388	3140	9964	3582	3501	2759	3524	3270	3860	3326
ENSG00000126705__ENSMUSG00000037692	1757	472	2033	411	1636	576	2347	1744	2307	1797	2327	1789
ENSG00000000938__ENSMUSG00000028874	83	18	68	24	53	16	27	16	19	28	38	27
ENSG00000009780__ENSMUSG00000028878	477	237	369	208	606	227	1716	1428	1725	1626	2206	1809
ENSG00000117758__ENSMUSG00000028879	750	267	635	256	916	294	1744	1690	1735	1624	2801	2274
ENSG00000223062__ENSMUSG00000089539	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117751__ENSMUSG00000028882	3224	1284	2703	1532	4210	1660	1892	1432	1752	1845	1943	1860
ENSG00000252947__ENSMUSG00000088990	2	2	1	1	6	1	1	11	5	2	3	3
ENSG00000130775__ENSMUSG00000037731	881	278	909	240	631	293	1	4	3	7	8	5
ENSG00000117748__ENSMUSG00000028884	5019	1549	5556	1893	5007	2026	2306	1763	2170	2312	2138	2284
ENSG00000130768__ENSMUSG00000028885	3606	1163	3379	1476	3012	1474	292	238	306	288	308	300
ENSG00000158156__ENSMUSG00000037752	1515	310	1640	391	1270	433	563	448	512	439	497	448
ENSG00000158161__ENSMUSG00000028886	2457	1011	1795	824	2937	1239	2904	2524	2663	2758	3101	3008
ENSG00000169403__ENSMUSG00000056529	309	97	284	58	301	62	0	1	2	1	0	1
ENSG00000126698__ENSMUSG00000054405	9543	3177	9439	3496	9215	3640	4034	3458	3817	4240	4592	4742
ENSG00000130770__ENSMUSG00000054428	5714	1752	6411	2037	6363	2289	2097	1557	2071	2017	2157	2073
ENSG00000130766__ENSMUSG00000028893	4390	437	3643	332	3604	435	3319	2948	3111	3229	3669	3065
ENSG00000130772__ENSMUSG00000066042	1001	187	982	213	711	230	349	314	381	373	356	352
ENSG00000204138__ENSMUSG00000066043	4340	1429	4207	1518	4324	1717	954	814	1001	941	1087	975
ENSG00000180198__ENSMUSG00000028896	12149	3771	13080	4085	10825	4534	2744	2200	2599	2889	2676	2748
ENSG00000200087__ENSMUSG00000064463	80	70	75	58	88	47	0	0	0	0	0	0
ENSG00000180098__ENSMUSG00000028898	1712	494	1776	518	1520	661	693	522	663	648	728	696
ENSG00000221539__ENSMUSG00000080615	54	29	62	21	51	30	0	0	0	0	0	0
ENSG00000120656__ENSMUSG00000028899	1893	572	1994	640	1964	741	649	521	625	652	707	721
ENSG00000188060__ENSMUSG00000089687	543	177	441	147	417	174	23	25	21	21	39	31
ENSG00000162419__ENSMUSG00000028901	1714	713	1516	704	1720	831	799	830	821	1011	884	976
ENSG00000198492__ENSMUSG00000040025	8701	4120	9021	5139	11439	5153	1863	1603	1932	2126	2000	2067
ENSG00000116329__ENSMUSG00000050511	50	13	36	12	34	10	0	0	3	1	6	4
ENSG00000159023__ENSMUSG00000028906	5972	3165	4249	3141	6726	3543	1215	1136	1285	1382	1677	1785
ENSG00000253304__ENSMUSG00000070720	179	52	215	45	221	49	2	3	9	3	8	5
ENSG00000116350__ENSMUSG00000028911	6393	2491	6386	2895	6396	2872	586	510	550	533	597	603
ENSG00000116353__ENSMUSG00000028910	1867	508	1971	553	1350	579	273	204	235	209	274	265
ENSG00000060656__ENSMUSG00000028909	4827	1255	4614	1415	3579	1400	40	21	65	49	78	44
ENSG00000162510__ENSMUSG00000040533	7	1	8	1	5	1	37	17	21	13	41	19
ENSG00000162511__ENSMUSG00000028581	50	8	62	7	50	6	8468	5136	6591	4154	7331	4093
ENSG00000162512__ENSMUSG00000025743	4799	1335	4820	1229	3644	1345	1106	557	823	438	1509	829
ENSG00000134644__ENSMUSG00000028580	7945	3703	6416	3554	9970	3956	4600	3798	4601	4525	4995	4342
ENSG00000084628__ENSMUSG00000078532	4515	1110	4410	1341	3122	1553	1241	1057	1340	1340	1478	1303
ENSG00000060688__ENSMUSG00000074088	7105	2241	7135	2359	6113	2716	2059	1664	2024	2181	2174	2184
ENSG00000121766__ENSMUSG00000028772	4498	1390	4734	1400	4008	1598	421	323	425	388	374	332
ENSG00000121769__ENSMUSG00000028773	3079	477	1530	756	2435	613	9606	5617	8831	5330	13608	7765
ENSG00000168528__ENSMUSG00000023232	2182	559	2419	627	1875	742	60	26	46	28	81	57
ENSG00000142910__ENSMUSG00000028776	468	127	494	96	369	117	86	37	90	41	166	61
ENSG00000121764__ENSMUSG00000028778	5	4	10	2	5	1	0	0	0	0	1	0
ENSG00000162517__ENSMUSG00000028779	4433	1015	4395	1202	3571	1225	501	444	566	545	631	631
ENSG00000084636__ENSMUSG00000040690	872	315	776	291	864	209	3	0	5	1	2	3
ENSG00000121753__ENSMUSG00000028782	1602	491	1724	513	1344	582	6	9	11	13	17	12
ENSG00000134668__ENSMUSG00000028784	55	29	62	17	59	21	0	0	0	0	0	0
ENSG00000184007__ENSMUSG00000028788	8936	3870	7343	4008	10957	4362	4666	3645	4692	4619	5242	4959
ENSG00000121774__ENSMUSG00000028790	18079	8181	18314	9573	23634	10588	3841	2863	3831	3701	4020	3455
ENSG00000121775__ENSMUSG00000053730	1322	354	1571	477	1307	507	282	186	255	251	213	173
ENSG00000025800__ENSMUSG00000003731	8212	3196	7724	3158	8304	3494	2720	2340	2838	3041	3321	3487
ENSG00000084652__ENSMUSG00000053841	7057	2259	7645	2575	6699	2483	2282	2008	2289	2518	2362	2369
ENSG00000160050__ENSMUSG00000028795	680	166	682	212	460	222	336	211	231	156	245	187
ENSG00000160051__ENSMUSG00000040795	414	111	483	114	404	149	411	393	343	427	454	515
ENSG00000222046__ENSMUSG00000078552	5	0	2	2	3	0	26	47	17	40	45	57
ENSG00000160055__ENSMUSG00000028797	497	135	529	117	446	142	1220	1080	1191	1234	1300	1241
ENSG00000084623__ENSMUSG00000028798	20261	5134	21721	6019	17686	6415	4028	3119	4100	4258	4176	4193
ENSG00000183615__ENSMUSG00000050493	59	17	54	6	57	15	0	0	1	0	1	0
ENSG00000182866__ENSMUSG00000000409	5987	1441	5753	1304	3935	1450	233	207	229	330	232	305
ENSG00000116478__ENSMUSG00000028800	7879	2646	8062	2889	7849	2975	8471	7045	8610	9333	8555	8676
ENSG00000175130__ENSMUSG00000047945	30528	8795	33805	11644	29434	12367	5412	3607	5172	5207	4607	4394
ENSG00000162526__ENSMUSG00000000411	1	2	3	3	6	3	5	1	2	4	4	1
ENSG00000225828__ENSMUSG00000078554	13	17	13	14	11	13	0	1	1	2	1	0
ENSG00000160058__ENSMUSG00000040859	4252	1134	4502	1280	4075	1418	1126	915	1275	1207	1372	1187
ENSG00000254553__ENSMUSG00000048485	0	1	0	0	0	0	115	108	119	159	140	145
ENSG00000273274__ENSMUSG00000048485	390	165	299	114	371	159	115	108	119	159	140	145
ENSG00000160062__ENSMUSG00000028807	311	190	210	217	541	198	807	550	893	860	885	882
ENSG00000176261__ENSMUSG00000057572	1004	495	998	583	1337	536	565	456	639	658	604	563
ENSG00000162520__ENSMUSG00000001333	9	0	3	0	6	0	69	50	123	125	110	69
ENSG00000162522__ENSMUSG00000050390	5869	1800	6541	2309	5929	2265	5162	4588	4378	4007	4911	3733
ENSG00000134684__ENSMUSG00000028811	22332	5747	23388	6377	19286	6756	2358	2103	2141	3192	2762	3685
ENSG00000116497__ENSMUSG00000040928	2449	1165	1703	1109	3230	1228	1965	2057	2215	2600	2427	2669
ENSG00000160097__ENSMUSG00000001334	72	21	115	29	101	27	4	2	1	2	5	4
ENSG00000121905__ENSMUSG00000028785	23	4	23	10	21	9	1	3	4	4	6	5
ENSG00000121900__ENSMUSG00000028786	157	42	263	42	141	33	1	0	1	0	2	3
ENSG00000116514__ENSMUSG00000028793	1126	261	1321	286	1256	313	1031	814	1109	1122	1124	1139
ENSG00000004455__ENSMUSG00000028792	8463	2491	8289	2630	7243	2830	4549	3313	4230	4258	4972	4673
ENSG00000142920__ENSMUSG00000028789	52	10	49	13	48	10	660	599	510	347	787	619
ENSG00000116525__ENSMUSG00000041000	987	307	1082	291	826	365	147	156	189	165	137	125
ENSG00000160094__ENSMUSG00000028799	995	323	1106	342	873	390	158	128	134	101	178	91
ENSG00000184389__ENSMUSG00000028794	0	0	0	0	0	0	3	5	2	0	1	2
ENSG00000134686__ENSMUSG00000028796	1219	290	1115	236	976	261	734	577	517	425	498	364
ENSG00000121903__ENSMUSG00000061894	246	87	185	76	285	85	190	174	206	246	257	223
ENSG00000121904__ENSMUSG00000028804	2004	930	1836	841	2474	918	5	1	7	5	8	8
ENSG00000176256__ENSMUSG00000048686	1	1	0	0	1	1	0	0	0	0	0	0
ENSG00000142698__ENSMUSG00000028813	818	345	747	391	825	368	0	0	0	0	3	0
ENSG00000163866__ENSMUSG00000042380	2750	729	2842	846	2414	935	518	419	525	510	506	486
ENSG00000189280__ENSMUSG00000042357	24	5	19	6	23	2	1377	1117	997	831	1133	982
ENSG00000189433__ENSMUSG00000046623	13	9	20	5	19	6	159	128	147	160	156	141
ENSG00000188910__ENSMUSG00000042367	80	12	72	12	79	21	6311	4305	5847	5030	5671	4616
ENSG00000187513__ENSMUSG00000050234	340	59	350	39	278	78	66	66	54	57	68	73
ENSG00000116544__ENSMUSG00000042388	1023	204	1331	303	1176	334	1628	1242	1414	1274	1227	1048
ENSG00000243749__ENSMUSG00000070737	44	10	54	11	36	15	401	366	342	356	509	492
ENSG00000163867__ENSMUSG00000042408	238	219	157	215	552	210	852	1281	826	1043	1360	1604
ENSG00000197056__ENSMUSG00000043872	968	590	556	548	1698	706	840	865	975	1217	987	1121
ENSG00000116560__ENSMUSG00000028820	30782	12469	35424	14051	42630	16915	7013	4571	8317	7338	7763	6383
ENSG00000146463__ENSMUSG00000042446	4895	3430	2534	3268	9397	4051	2380	2580	2906	3505	3138	3575
ENSG00000142687__ENSMUSG00000028830	5648	1818	4961	1815	4763	2018	406	291	370	345	435	341
ENSG00000020129__ENSMUSG00000028833	5098	1375	5972	1811	5959	2083	770	586	705	672	688	564
ENSG00000116819__ENSMUSG00000042477	12	1	17	2	9	2	0	2	1	2	1	3
ENSG00000126067__ENSMUSG00000028837	11067	2790	13433	3753	10613	3830	2595	1901	2245	2349	2287	2360
ENSG00000142686__ENSMUSG00000073755	1131	338	1158	391	1165	432	84	59	69	73	69	68
ENSG00000092853__ENSMUSG00000042489	1282	1150	818	1236	3007	1244	1056	1052	1091	1208	1141	1247
ENSG00000134698__ENSMUSG00000042500	577	364	380	345	894	393	65	56	69	58	103	75
ENSG00000092847__ENSMUSG00000041530	7296	3476	5735	2887	7720	3169	1960	2033	2180	2529	2107	2221
ENSG00000126070__ENSMUSG00000028842	791	495	572	368	1284	465	367	499	405	560	510	717
ENSG00000092850__ENSMUSG00000028845	30	8	53	17	43	5	9	11	17	6	20	9
ENSG00000116863__ENSMUSG00000042558	2504	644	2445	806	2015	836	1122	916	973	854	1144	1014
ENSG00000171812__ENSMUSG00000056174	186	63	236	52	135	69	0	0	0	1	0	0
ENSG00000054116__ENSMUSG00000028847	2609	659	2588	766	2290	901	936	697	847	724	917	727
ENSG00000116871__ENSMUSG00000028849	4309	1001	4950	1095	4188	1325	1021	802	931	947	985	944
ENSG00000054118__ENSMUSG00000043962	14199	7595	12737	8776	17513	8710	6688	5078	6852	6975	7253	6452
ENSG00000214193__ENSMUSG00000073758	411	211	562	140	415	140	160	84	157	135	135	88
ENSG00000142694__ENSMUSG00000050212	194	48	247	34	154	48	219	159	309	210	296	208
ENSG00000196182__ENSMUSG00000042608	4047	758	3776	793	3426	915	1040	790	1028	1183	1095	1129
ENSG00000181817__ENSMUSG00000050188	3113	704	3069	722	2167	818	283	247	308	289	278	261
ENSG00000116885__ENSMUSG00000042616	207	42	234	56	187	63	141	92	134	95	129	121
ENSG00000116898__ENSMUSG00000028861	6963	2045	6998	2354	6263	2563	962	751	972	1069	1049	1105
ENSG00000119535__ENSMUSG00000028859	0	0	0	0	1	0	10	15	22	52	23	25
ENSG00000163873__ENSMUSG00000001985	304	178	401	184	290	200	2298	1597	1783	1444	2414	1689
ENSG00000207328__ENSMUSG00000077857	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163874__ENSMUSG00000042677	865	134	894	129	889	194	251	163	240	229	308	209
ENSG00000163875__ENSMUSG00000028863	2309	835	2390	965	2983	1020	612	520	564	648	610	571
ENSG00000163877__ENSMUSG00000050213	1168	419	1169	473	1144	496	646	525	599	616	664	619
ENSG00000163879__ENSMUSG00000042707	815	241	877	249	793	241	0	0	2	0	4	0
ENSG00000134697__ENSMUSG00000028869	5789	3396	3759	3869	10225	4115	1623	1621	1689	1932	1925	2136
ENSG00000169218__ENSMUSG00000028871	7	2	11	4	4	4	0	5	2	2	9	7
ENSG00000116922__ENSMUSG00000044730	2490	719	2746	785	2686	1019	487	406	448	516	538	500
ENSG00000134690__ENSMUSG00000028873	4459	1128	5430	1598	4509	1712	2650	2009	2490	2549	2836	2879
ENSG00000183317__ENSMUSG00000028876	67	24	51	17	52	23	40	39	37	25	50	41
ENSG00000185090__ENSMUSG00000042763	331	80	444	62	331	88	208	167	227	194	262	208
ENSG00000196449__ENSMUSG00000028889	2254	566	2229	651	1923	680	693	569	710	811	755	776
ENSG00000197982__ENSMUSG00000078570	1783	403	1891	468	1623	590	68	45	63	71	85	84
ENSG00000188786__ENSMUSG00000028890	1056	415	920	494	1246	485	857	739	834	821	919	823
ENSG00000204084__ENSMUSG00000028894	1989	681	1958	661	1832	690	550	466	513	659	580	614
ENSG00000183431__ENSMUSG00000028902	13678	4862	10733	5517	15141	5824	2296	1866	2449	2730	2499	2547
ENSG00000212541__ENSMUSG00000064395	7	4	4	0	6	3	0	0	0	0	0	0
ENSG00000212541__ENSMUSG00000088548	7	4	4	0	6	3	0	0	0	0	0	0
ENSG00000212541__ENSMUSG00000089290	7	4	4	0	6	3	0	0	0	0	0	0
ENSG00000183386__ENSMUSG00000032643	2190	341	2841	494	2539	534	340	243	265	362	216	214
ENSG00000183520__ENSMUSG00000028907	3400	1321	2996	1475	4580	1601	921	920	855	1073	1003	1170
ENSG00000185668__ENSMUSG00000090125	824	258	1129	149	1035	353	0	0	0	0	0	0
ENSG00000116954__ENSMUSG00000028646	1331	461	1007	561	1586	596	1028	908	1072	933	1266	1001
ENSG00000214114__ENSMUSG00000028647	1261	526	924	621	1543	637	305	335	350	348	355	353
ENSG00000158315__ENSMUSG00000043333	69	15	46	12	72	21	49	52	46	71	73	84
ENSG00000174574__ENSMUSG00000023075	14612	6794	16933	8690	18249	8238	878	876	963	1153	970	1170
ENSG00000168653__ENSMUSG00000028648	13827	3587	14845	4240	11684	4360	1034	840	990	954	1121	1024
ENSG00000127603__ENSMUSG00000028649	22986	11846	9393	9151	27935	10115	9063	9106	10990	11430	13521	12248
ENSG00000090621__ENSMUSG00000011257	19022	7306	24355	8654	21246	9113	5827	4356	5618	5266	6309	5357
ENSG00000201457__ENSMUSG00000065778	17	17	29	17	34	11	2	2	3	1	1	3
ENSG00000163909__ENSMUSG00000032744	313	104	431	145	285	132	0	0	0	0	0	1
ENSG00000116981__ENSMUSG00000054958	0	0	0	0	0	0	0	0	2	1	1	2
ENSG00000116983__ENSMUSG00000046093	179	34	245	32	156	41	17	7	18	13	36	19
ENSG00000084072__ENSMUSG00000028651	3204	706	2965	774	2192	838	886	713	806	870	993	965
ENSG00000198754__ENSMUSG00000076436	61	18	68	13	50	13	0	2	4	2	0	2
ENSG00000198754__ENSMUSG00000076438	61	18	68	13	50	13	1	2	0	1	1	1
ENSG00000043514__ENSMUSG00000028653	2104	901	1808	1133	2678	1119	530	558	581	698	745	878
ENSG00000116990__ENSMUSG00000028654	1267	423	1029	409	742	460	264	209	341	540	364	432
ENSG00000168389__ENSMUSG00000028655	1378	465	1390	317	1354	554	1	3	2	5	2	2
ENSG00000131236__ENSMUSG00000028656	22294	6824	21384	7411	23564	7957	4233	3001	4124	4130	4375	3919
ENSG00000131238__ENSMUSG00000028657	12157	4088	12888	4959	14024	5246	1194	999	1289	1219	1436	1194
ENSG00000117000__ENSMUSG00000049878	1015	735	446	799	2571	929	1229	1781	1723	2171	1871	2160
ENSG00000188800__ENSMUSG00000078577	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084073__ENSMUSG00000043207	3557	1837	2501	2496	6527	2416	960	871	970	925	1035	919
ENSG00000049089__ENSMUSG00000028626	146	40	166	63	132	50	33	26	41	25	67	35
ENSG00000084070__ENSMUSG00000032870	622	192	736	205	651	220	387	306	380	414	464	406
ENSG00000187815__ENSMUSG00000064141	219	115	150	121	364	127	30	31	24	40	39	37
ENSG00000164002__ENSMUSG00000028629	324	113	317	160	472	148	168	137	215	186	219	177
ENSG00000117016__ENSMUSG00000032890	3424	879	2704	739	1818	726	71	62	106	123	153	187
ENSG00000066136__ENSMUSG00000032897	2678	800	3106	1068	2844	1090	863	684	991	1093	821	803
ENSG00000198974__ENSMUSG00000065409	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000207962__ENSMUSG00000065490	0	0	0	0	0	1	0	1	0	2	1	0
ENSG00000117013__ENSMUSG00000028631	175	91	189	76	139	86	6	5	8	10	11	15
ENSG00000179862__ENSMUSG00000070803	202	48	202	61	177	72	49	21	36	23	60	18
ENSG00000171793__ENSMUSG00000028633	12041	3766	12102	4520	11429	4655	2873	2412	2923	3502	3238	3718
ENSG00000171790__ENSMUSG00000047518	45	37	42	23	50	26	0	0	1	0	0	0
ENSG00000010803__ENSMUSG00000000085	1067	516	977	415	930	467	523	397	550	459	633	439
ENSG00000204060__ENSMUSG00000052135	79	14	68	12	58	17	100	79	100	142	106	115
ENSG00000127129__ENSMUSG00000028635	12	0	14	3	14	0	0	0	0	0	0	0
ENSG00000127124__ENSMUSG00000028634	72	17	80	3	119	14	2	0	1	0	0	0
ENSG00000044012__ENSMUSG00000032978	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000197273__ENSMUSG00000023247	0	0	0	0	0	0	1	1	0	1	1	1
ENSG00000198815__ENSMUSG00000032998	3239	1855	2544	1771	4484	1941	1350	1097	1350	1272	1727	1484
ENSG00000177181__ENSMUSG00000048899	1176	356	985	280	1202	394	21	16	28	20	35	21
ENSG00000066185__ENSMUSG00000070806	24	5	16	6	15	7	5	0	1	4	4	10
ENSG00000127125__ENSMUSG00000028636	1364	465	1320	523	1250	548	367	299	466	408	381	352
ENSG00000186409__ENSMUSG00000028637	49	23	53	25	107	37	57	56	105	111	109	97
ENSG00000171960__ENSMUSG00000033036	3300	982	3335	1130	2828	1201	22	15	23	29	22	17
ENSG00000171960__ENSMUSG00000060288	3300	982	3335	1130	2828	1201	874	623	761	729	751	806
ENSG00000065978__ENSMUSG00000028639	75764	23231	80582	28308	77087	30799	18764	14896	19429	20364	21117	20803
ENSG00000164007__ENSMUSG00000066058	651	202	681	219	470	234	26	23	17	10	30	23
ENSG00000117385__ENSMUSG00000028641	4540	1105	4678	1243	3821	1439	1295	1120	1502	1326	1473	1235
ENSG00000164008__ENSMUSG00000078584	495	137	513	182	515	202	684	574	643	697	770	771
ENSG00000177868__ENSMUSG00000028643	1090	389	1020	392	1201	450	228	162	173	237	230	232
ENSG00000164010__ENSMUSG00000028644	334	131	269	117	369	136	1	2	0	1	1	2
ENSG00000164011__ENSMUSG00000045268	1525	373	1614	388	1394	539	91	77	87	91	124	88
ENSG00000117394__ENSMUSG00000028645	30866	5493	33468	6047	28441	7374	7055	4196	8093	6432	6306	4272
ENSG00000186973__ENSMUSG00000049154	21	7	15	4	16	5	4	2	5	7	1	2
ENSG00000117395__ENSMUSG00000028729	8286	2561	9143	3031	8392	3307	1737	1530	1961	2122	1963	2071
ENSG00000243710__ENSMUSG00000028730	39	19	27	10	52	13	2	1	3	2	3	6
ENSG00000179178__ENSMUSG00000050854	1658	380	1493	460	1251	480	20	17	18	15	15	25
ENSG00000253313__ENSMUSG00000028536	505	131	470	156	369	161	23	15	14	11	6	4
ENSG00000066056__ENSMUSG00000033191	620	75	736	92	515	129	0	2	4	3	4	2
ENSG00000117400__ENSMUSG00000006389	3	3	6	2	4	6	0	0	1	0	0	0
ENSG00000117399__ENSMUSG00000006398	15331	3529	18482	4618	13718	5616	3177	2266	3467	3557	3814	3553
ENSG00000066322__ENSMUSG00000006390	2184	419	1935	563	1697	622	246	194	189	230	235	214
ENSG00000159479__ENSMUSG00000006392	1550	330	1665	418	1412	494	830	632	810	868	819	827
ENSG00000198198__ENSMUSG00000033253	1243	500	1055	407	1128	478	829	818	856	978	1051	990
ENSG00000178922__ENSMUSG00000006395	198	58	163	38	144	61	12	8	13	14	19	17
ENSG00000142949__ENSMUSG00000033295	24522	7302	22120	7901	18458	8961	6002	5231	5470	6049	5768	5711
ENSG00000066135__ENSMUSG00000033326	9465	2718	7924	2798	8595	3237	2632	2201	2510	3085	2837	3053
ENSG00000126091__ENSMUSG00000028538	345	120	288	110	241	112	775	569	604	482	815	546
ENSG00000117407__ENSMUSG00000028539	474	88	410	79	397	112	13	10	4	9	11	5
ENSG00000117408__ENSMUSG00000033365	2770	707	2733	795	2521	835	674	403	564	519	526	402
ENSG00000132768__ENSMUSG00000028540	7103	2036	7527	2178	5774	2419	304	238	294	324	311	233
