orth_id	hESC_rep1	hESC_rep2	hESC_rep3	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000206698__ENSMUSG00000065298	0	1	0	0	0	0
ENSG00000174136__ENSMUSG00000048027	1658	1277	1594	196	228	256
ENSG00000153922__ENSMUSG00000023852	2252	1303	6426	1902	2430	2803
ENSG00000222610__ENSMUSG00000065815	0	0	1	0	0	0
ENSG00000174132__ENSMUSG00000051185	262	265	253	138	134	167
ENSG00000113532__ENSMUSG00000040710	5	5	8	4	5	0
ENSG00000173930__ENSMUSG00000040693	484	83	772	200	228	289
ENSG00000222987__ENSMUSG00000084500	0	0	0	0	0	0
ENSG00000205359__ENSMUSG00000026331	4	1	4	0	0	0
ENSG00000205359__ENSMUSG00000026336	4	1	4	0	0	0
ENSG00000145730__ENSMUSG00000026335	1787	1662	2927	175	153	234
ENSG00000145723__ENSMUSG00000026333	262	214	499	117	135	175
ENSG00000145725__ENSMUSG00000040648	2139	984	4702	782	1240	1374
ENSG00000181751__ENSMUSG00000044768	813	707	1399	108	139	150
ENSG00000112874__ENSMUSG00000024228	413	286	674	152	174	235
ENSG00000184349__ENSMUSG00000048915	311	404	494	15	12	12
ENSG00000251732__ENSMUSG00000088769	0	0	0	2	3	1
ENSG00000145743__ENSMUSG00000023965	205	140	318	232	156	147
ENSG00000151422__ENSMUSG00000000127	564	298	1272	421	422	478
ENSG00000198961__ENSMUSG00000024083	2727	1195	5403	708	762	911
ENSG00000112893__ENSMUSG00000024085	4211	2021	8396	1165	1133	1177
ENSG00000202512__ENSMUSG00000087914	3	2	2	0	0	0
ENSG00000186952__ENSMUSG00000045036	41	24	61	0	0	1
ENSG00000207177__ENSMUSG00000065716	0	0	0	0	0	0
ENSG00000164209__ENSMUSG00000024259	1024	745	2188	496	622	769
ENSG00000145777__ENSMUSG00000024379	48	52	60	0	0	0
ENSG00000134987__ENSMUSG00000038299	2528	1321	5256	2411	2496	2751
ENSG00000152495__ENSMUSG00000038128	302	176	527	5	1	4
ENSG00000164211__ENSMUSG00000024378	3575	1372	6958	554	636	696
ENSG00000134986__ENSMUSG00000042834	11197	11695	11333	181	115	174
ENSG00000253057__ENSMUSG00000088461	0	0	0	0	0	0
ENSG00000253057__ENSMUSG00000089285	0	0	0	0	0	0
ENSG00000253057__ENSMUSG00000089217	0	0	0	0	0	0
ENSG00000129595__ENSMUSG00000024376	184	182	225	1262	986	951
ENSG00000238363__ENSMUSG00000092764	29	30	32	0	0	0
ENSG00000238363__ENSMUSG00000064600	29	30	32	0	0	1
ENSG00000134982__ENSMUSG00000005871	1174	521	3204	2376	3001	3777
ENSG00000153037__ENSMUSG00000014504	936	817	1430	722	770	893
ENSG00000129625__ENSMUSG00000005873	4027	3987	5427	898	664	819
ENSG00000172795__ENSMUSG00000024472	3705	1902	7821	2486	3201	3414
ENSG00000171444__ENSMUSG00000071856	915	751	1733	202	111	142
ENSG00000212122__ENSMUSG00000041566	0	0	0	0	3	1
ENSG00000047188__ENSMUSG00000034653	1525	749	3872	364	483	630
ENSG00000222706__ENSMUSG00000064397	0	0	0	0	0	0
ENSG00000080709__ENSMUSG00000054477	692	841	858	40	50	52
ENSG00000152503__ENSMUSG00000033949	456	324	988	11	11	20
ENSG00000164219__ENSMUSG00000024477	948	569	2020	263	301	384
ENSG00000164221__ENSMUSG00000071855	633	418	1210	191	155	218
ENSG00000145780__ENSMUSG00000033319	981	598	2022	668	771	815
ENSG00000251201__ENSMUSG00000033184	0	0	1	1919	2265	2836
ENSG00000134970__ENSMUSG00000033184	2209	1476	4195	1919	2265	2836
ENSG00000129596__ENSMUSG00000033022	681	756	1008	1773	1359	1751
ENSG00000145782__ENSMUSG00000032905	1701	1343	3187	1219	1212	1557
ENSG00000177879__ENSMUSG00000024480	2597	2394	3537	392	541	521
ENSG00000172901__ENSMUSG00000024481	1	4	13	1	6	3
ENSG00000268223__ENSMUSG00000073568	0	0	0	2185	2270	2632
ENSG00000145781__ENSMUSG00000042705	1561	997	2012	1333	1089	1419
ENSG00000092421__ENSMUSG00000019647	24684	20541	25655	57	60	46
ENSG00000169570__ENSMUSG00000024505	560	351	924	298	356	343
ENSG00000172869__ENSMUSG00000037416	1471	640	4435	1205	1875	2245
ENSG00000206786__ENSMUSG00000088615	0	0	0	1	0	2
ENSG00000145779__ENSMUSG00000062210	568	529	853	138	163	182
ENSG00000133835__ENSMUSG00000024507	12503	7569	16631	1435	1290	1494
ENSG00000164334__ENSMUSG00000035420	3	0	2	0	0	0
ENSG00000184838__ENSMUSG00000073565	10	17	21	1	4	3
ENSG00000181867__ENSMUSG00000024510	0	0	0	0	0	0
ENSG00000151304__ENSMUSG00000024528	645	533	1839	743	850	1021
ENSG00000113083__ENSMUSG00000024529	33	46	95	1	0	1
ENSG00000164185__ENSMUSG00000046886	2	0	4	0	0	0
ENSG00000250803__ENSMUSG00000024532	0	0	0	0	0	0
ENSG00000064692__ENSMUSG00000024534	175	144	153	1	3	0
ENSG00000205302__ENSMUSG00000034484	1940	1284	4415	2630	2877	3684
ENSG00000064652__ENSMUSG00000024535	719	684	921	25	39	36
ENSG00000168938__ENSMUSG00000024538	292	323	404	1976	1501	1521
ENSG00000061455__ENSMUSG00000069378	5	3	10	2	3	0
ENSG00000168944__ENSMUSG00000048799	810	559	2103	1516	1542	1987
ENSG00000151292__ENSMUSG00000073563	1635	1000	3552	673	729	925
ENSG00000168916__ENSMUSG00000052713	1394	1016	2358	29	19	34
ENSG00000222107__ENSMUSG00000087921	0	0	0	0	0	0
ENSG00000222107__ENSMUSG00000088976	0	0	0	0	0	0
ENSG00000155324__ENSMUSG00000001700	620	435	815	16	31	23
ENSG00000164904__ENSMUSG00000053644	9488	10007	10609	2573	2530	2844
ENSG00000164902__ENSMUSG00000008301	2184	1633	4643	805	823	734
ENSG00000196900__ENSMUSG00000032900	4	0	2	2	1	0
ENSG00000113368__ENSMUSG00000024590	18055	15860	23203	8609	8789	8893
ENSG00000173926__ENSMUSG00000032656	400	408	463	13	12	20
ENSG00000164241__ENSMUSG00000024592	4	6	5	114	106	121
ENSG00000145794__ENSMUSG00000024593	938	787	2328	0	0	2
ENSG00000164244__ENSMUSG00000024594	4093	3137	6652	3870	4474	4333
ENSG00000205279__ENSMUSG00000069372	1	0	1	0	0	0
ENSG00000230561__ENSMUSG00000058925	12	17	12	0	0	0
ENSG00000064651__ENSMUSG00000024597	611	357	1400	1269	2024	1926
ENSG00000138829__ENSMUSG00000024598	3579	2643	4080	27	23	23
ENSG00000113396__ENSMUSG00000024600	305	267	495	0	0	0
ENSG00000066583__ENSMUSG00000024601	1903	2128	2143	1364	1481	1584
ENSG00000145808__ENSMUSG00000053441	1590	908	2394	2	2	1
ENSG00000186367__ENSMUSG00000050875	3	2	1	5	5	3
ENSG00000198108__ENSMUSG00000058152	124	91	148	1	1	4
ENSG00000169567__ENSMUSG00000020267	19460	18139	15303	4724	4490	4591
ENSG00000186687__ENSMUSG00000020268	525	349	1190	130	99	149
ENSG00000158985__ENSMUSG00000052298	2035	1117	3081	2222	2127	2278
ENSG00000158987__ENSMUSG00000037533	205	100	534	711	822	980
ENSG00000273217__ENSMUSG00000037533	0	0	0	711	822	980
ENSG00000217128__ENSMUSG00000035992	277	133	703	1001	1212	2040
ENSG00000164398__ENSMUSG00000020333	156	116	160	33	88	108
ENSG00000239642__ENSMUSG00000020332	0	0	0	0	0	0
ENSG00000164399__ENSMUSG00000018914	0	0	0	0	0	0
ENSG00000164400__ENSMUSG00000018916	0	0	0	0	0	0
ENSG00000253067__ENSMUSG00000093443	0	0	0	0	0	0
ENSG00000072682__ENSMUSG00000018906	387	541	401	80	92	112
ENSG00000131435__ENSMUSG00000020388	382	450	301	164	169	246
ENSG00000197208__ENSMUSG00000020334	27	23	59	3	6	4
ENSG00000197375__ENSMUSG00000063652	319	301	355	16	17	32
ENSG00000197375__ENSMUSG00000018900	319	301	355	240	246	274
ENSG00000125347__ENSMUSG00000018899	369	462	353	759	631	587
ENSG00000113525__ENSMUSG00000036117	0	0	1	0	0	0
ENSG00000113522__ENSMUSG00000020380	2137	1305	5070	929	986	1412
ENSG00000169194__ENSMUSG00000020383	0	0	0	0	0	0
ENSG00000113520__ENSMUSG00000000869	0	0	0	0	0	0
ENSG00000131437__ENSMUSG00000018395	493	315	1424	286	317	403
ENSG00000164402__ENSMUSG00000018398	2500	2661	2498	626	540	738
ENSG00000198944__ENSMUSG00000044352	3	5	5	1	1	1
ENSG00000164403__ENSMUSG00000018387	200	222	164	2	4	3
ENSG00000164404__ENSMUSG00000018238	4	3	5	2	3	5
ENSG00000164405__ENSMUSG00000044894	5138	5006	3626	1501	1465	1549
ENSG00000164406__ENSMUSG00000036216	50	50	58	0	0	2
ENSG00000072364__ENSMUSG00000049470	3576	1813	7634	3466	3929	5030
ENSG00000155329__ENSMUSG00000018239	962	897	1867	371	404	407
ENSG00000170606__ENSMUSG00000020361	26817	18966	37958	10865	11304	11791
ENSG00000053108__ENSMUSG00000036264	605	451	422	8	14	8
ENSG00000113583__ENSMUSG00000036275	2468	2279	3413	956	953	979
ENSG00000213585__ENSMUSG00000020402	23138	24171	22130	20178	18513	19114
ENSG00000081059__ENSMUSG00000000782	661	831	588	1381	1369	1809
ENSG00000113558__ENSMUSG00000036309	11495	9809	13960	6202	8444	7534
ENSG00000113575__ENSMUSG00000020349	8827	7178	12527	4408	4454	5063
ENSG00000006837__ENSMUSG00000020389	30	38	48	94	94	154
ENSG00000119048__ENSMUSG00000020390	829	795	1227	1134	1295	1626
ENSG00000237190__ENSMUSG00000020392	3050	3038	2609	1492	1439	1489
ENSG00000043143__ENSMUSG00000020387	5297	5910	5618	274	236	245
ENSG00000152700__ENSMUSG00000020386	1430	891	1847	661	643	714
ENSG00000113615__ENSMUSG00000036391	2425	1663	5124	914	947	1246
ENSG00000201298__ENSMUSG00000065825	0	0	0	0	0	1
ENSG00000222266__ENSMUSG00000088071	0	0	2	0	0	0
ENSG00000164615__ENSMUSG00000021501	2052	1918	2582	408	410	416
ENSG00000145833__ENSMUSG00000021500	4410	2228	10862	2509	2730	3052
ENSG00000181904__ENSMUSG00000045767	633	546	1410	1190	1556	1991
ENSG00000113621__ENSMUSG00000021497	2051	2234	2126	524	586	552
ENSG00000132570__ENSMUSG00000021496	442	474	545	145	95	151
ENSG00000152705__ENSMUSG00000021499	25	20	24	0	2	3
ENSG00000069011__ENSMUSG00000021506	1	0	0	0	7	9
ENSG00000113648__ENSMUSG00000015937	8560	8815	8769	6437	5548	6627
ENSG00000255833__ENSMUSG00000049625	0	1	0	80	79	124
ENSG00000181965__ENSMUSG00000048904	0	0	0	0	0	0
ENSG00000145824__ENSMUSG00000021508	101	113	144	75	83	139
ENSG00000145832__ENSMUSG00000021509	86	109	105	63	45	47
ENSG00000145839__ENSMUSG00000021538	0	1	1	0	0	0
ENSG00000145826__ENSMUSG00000021539	0	1	6	0	0	0
ENSG00000120708__ENSMUSG00000035493	651	1021	796	315	202	457
ENSG00000113658__ENSMUSG00000021540	1941	975	4781	695	784	849
ENSG00000069018__ENSMUSG00000021541	0	4	7	0	0	2
ENSG00000152377__ENSMUSG00000056222	839	974	1343	6	7	17
ENSG00000146021__ENSMUSG00000014164	927	931	974	13	10	23
ENSG00000216009__ENSMUSG00000077962	0	0	0	0	0	0
ENSG00000177733__ENSMUSG00000007836	18782	22310	21902	3333	4011	3896
ENSG00000120729__ENSMUSG00000024471	2	1	3	1	2	1
ENSG00000078795__ENSMUSG00000014503	3	0	1	52	48	74
ENSG00000031003__ENSMUSG00000036501	527	334	1736	294	346	382
ENSG00000222924__ENSMUSG00000087766	0	0	0	0	0	0
ENSG00000222924__ENSMUSG00000089277	0	0	0	0	0	0
ENSG00000061492__ENSMUSG00000012282	2	1	1	0	1	1
ENSG00000112981__ENSMUSG00000035984	21	21	48	6	6	9
ENSG00000112983__ENSMUSG00000003778	3430	3154	4277	2586	3034	3789
ENSG00000112984__ENSMUSG00000003779	5719	5845	5902	3412	4026	4070
ENSG00000094880__ENSMUSG00000024370	3511	2462	4378	3682	3541	3862
ENSG00000146013__ENSMUSG00000024366	52	66	55	1	6	3
ENSG00000158402__ENSMUSG00000044201	2588	2210	2096	455	407	482
ENSG00000120709__ENSMUSG00000034300	6694	7073	6100	701	655	619
ENSG00000120733__ENSMUSG00000038773	9166	8540	9286	4041	3667	3772
ENSG00000132563__ENSMUSG00000038555	1974	2517	1755	59	57	71
ENSG00000120738__ENSMUSG00000038418	424	753	742	6	3	11
ENSG00000120705__ENSMUSG00000024360	13969	9446	21002	6003	6881	7361
ENSG00000113013__ENSMUSG00000024359	33122	26044	44960	15141	15981	20368
ENSG00000222937__ENSMUSG00000089239	5	4	18	3	10	9
ENSG00000206989__ENSMUSG00000065904	2	1	7	9	9	5
ENSG00000044115__ENSMUSG00000037815	30341	32191	32084	12352	12646	13907
ENSG00000146006__ENSMUSG00000071862	0	0	0	1	5	7
ENSG00000120725__ENSMUSG00000024357	665	525	704	622	450	584
ENSG00000201532__ENSMUSG00000088249	0	0	0	12	8	16
ENSG00000252213__ENSMUSG00000088059	7	8	7	17	22	36
ENSG00000200959__ENSMUSG00000065649	6	5	1	5	15	6
ENSG00000253015__ENSMUSG00000088112	0	0	0	0	0	0
ENSG00000253015__ENSMUSG00000089453	0	0	0	1	1	0
ENSG00000253015__ENSMUSG00000088470	0	0	0	0	0	0
ENSG00000120727__ENSMUSG00000037058	4570	3782	6243	2285	2504	2709
ENSG00000170482__ENSMUSG00000024354	11	11	19	14	16	14
ENSG00000170476__ENSMUSG00000024353	11	13	6	0	0	1
ENSG00000228672__ENSMUSG00000073600	88	135	91	8	7	9
ENSG00000170464__ENSMUSG00000024350	1328	1154	1540	495	436	587
ENSG00000249751__ENSMUSG00000073599	359	403	297	35	27	42
ENSG00000184584__ENSMUSG00000024349	22	38	31	368	213	167
ENSG00000131508__ENSMUSG00000091896	6515	6739	6628	1457	1301	1461
ENSG00000171604__ENSMUSG00000046668	6766	8200	6215	1240	1187	1332
ENSG00000200756__ENSMUSG00000088830	0	1	0	0	0	0
ENSG00000146005__ENSMUSG00000024347	10	20	13	18	13	42
ENSG00000158458__ENSMUSG00000060275	4	14	13	4	9	10
ENSG00000185129__ENSMUSG00000043991	102	92	156	535	667	923
ENSG00000120306__ENSMUSG00000046727	1507	1732	1145	480	457	556
ENSG00000113068__ENSMUSG00000024346	4179	4741	4222	3005	2730	3140
ENSG00000113070__ENSMUSG00000024486	274	284	331	191	205	280
ENSG00000113073__ENSMUSG00000024485	5	1	6	9	8	6
ENSG00000213523__ENSMUSG00000006050	2437	2881	2246	813	745	796
ENSG00000243056__ENSMUSG00000090264	56	62	42	7	3	9
ENSG00000176087__ENSMUSG00000033272	5956	7392	6023	894	854	818
ENSG00000170458__ENSMUSG00000051439	6	13	7	8	7	7
ENSG00000131495__ENSMUSG00000014294	2981	3097	2293	1085	1013	1080
ENSG00000113119__ENSMUSG00000006850	1130	1057	865	304	306	439
ENSG00000113141__ENSMUSG00000024474	4122	2832	6167	2333	2281	2681
ENSG00000120314__ENSMUSG00000042660	2329	2308	2128	512	518	525
ENSG00000256453__ENSMUSG00000044595	0	0	0	63	36	57
ENSG00000170445__ENSMUSG00000001380	5505	5775	5337	1718	1653	1646
ENSG00000112855__ENSMUSG00000019143	1973	2083	2273	470	431	487
ENSG00000146007__ENSMUSG00000001383	4607	4125	5584	1650	1692	1762
ENSG00000204967__ENSMUSG00000007440	330	323	365	4	18	9
ENSG00000171815__ENSMUSG00000051663	6	1	5	0	0	0
ENSG00000112852__ENSMUSG00000051599	1049	1204	1296	0	1	1
ENSG00000113205__ENSMUSG00000045498	74	38	106	0	0	0
ENSG00000081818__ENSMUSG00000063687	36	13	50	0	0	0
ENSG00000081818__ENSMUSG00000051242	36	13	50	0	0	0
ENSG00000081818__ENSMUSG00000045062	36	13	50	0	1	0
ENSG00000113209__ENSMUSG00000051486	71	102	75	0	0	0
ENSG00000113209__ENSMUSG00000045876	71	102	75	0	0	0
ENSG00000113209__ENSMUSG00000045657	71	102	75	0	0	0
ENSG00000113209__ENSMUSG00000051678	71	102	75	1	0	0
ENSG00000113209__ENSMUSG00000043458	71	102	75	0	0	0
ENSG00000113209__ENSMUSG00000045689	71	102	75	0	0	1
ENSG00000113211__ENSMUSG00000047307	3	2	4	0	0	0
ENSG00000113212__ENSMUSG00000047033	25	21	30	0	0	0
ENSG00000177839__ENSMUSG00000048347	51	55	52	0	0	1
ENSG00000120324__ENSMUSG00000048347	111	104	143	0	0	1
ENSG00000197479__ENSMUSG00000043313	26	36	33	0	1	0
ENSG00000120328__ENSMUSG00000043313	111	73	137	0	1	0
ENSG00000187372__ENSMUSG00000047910	79	84	97	0	1	0
ENSG00000120327__ENSMUSG00000046191	161	139	211	0	1	0
ENSG00000113248__ENSMUSG00000073591	579	498	643	3	4	11
ENSG00000120329__ENSMUSG00000050304	2	1	0	5	5	3
ENSG00000178913__ENSMUSG00000051316	7237	5078	9056	2510	3202	3241
ENSG00000242419__ENSMUSG00000023036	169	189	197	2198	1866	1880
ENSG00000131504__ENSMUSG00000024456	17275	18619	17740	4111	4245	4337
ENSG00000171720__ENSMUSG00000024454	8095	7974	6536	1535	1268	1405
ENSG00000164620__ENSMUSG00000044024	539	595	460	9	6	9
ENSG00000197948__ENSMUSG00000038524	1247	1284	999	92	84	98
ENSG00000120318__ENSMUSG00000024451	7041	6216	5302	0	1	4
ENSG00000156453__ENSMUSG00000051375	16126	17638	14271	17	13	14
ENSG00000081791__ENSMUSG00000024442	4811	4971	4473	1036	870	1210
ENSG00000113555__ENSMUSG00000024440	105	102	78	0	0	0
ENSG00000013561__ENSMUSG00000060450	1412	1236	1829	969	1070	1152
ENSG00000113552__ENSMUSG00000052102	9587	10276	8274	5298	4529	5666
ENSG00000131507__ENSMUSG00000024425	3204	3259	4297	1354	1207	1373
ENSG00000187678__ENSMUSG00000024427	18028	21838	18999	8	4	1
ENSG00000113578__ENSMUSG00000036585	106	80	157	1	0	1
ENSG00000145819__ENSMUSG00000036452	1888	1352	2372	89	99	147
ENSG00000113580__ENSMUSG00000024431	223	169	657	165	127	182
ENSG00000145817__ENSMUSG00000024487	1655	1617	2724	662	682	744
ENSG00000183775__ENSMUSG00000051401	18	9	32	0	0	0
ENSG00000186314__ENSMUSG00000056671	127	122	136	201	264	291
ENSG00000204928__ENSMUSG00000073574	0	0	0	0	0	1
ENSG00000156463__ENSMUSG00000057719	48	58	70	53	90	93
ENSG00000173261__ENSMUSG00000059455	13	8	30	1	0	0
ENSG00000133706__ENSMUSG00000024493	16273	7255	23936	4728	4778	6001
ENSG00000091009__ENSMUSG00000024491	3609	2080	7006	1199	1536	1491
ENSG00000091010__ENSMUSG00000024497	3	0	1	3	2	3
ENSG00000113649__ENSMUSG00000024498	6338	4659	10867	2900	2883	3422
ENSG00000173250__ENSMUSG00000042816	1	0	2	0	2	1
ENSG00000156475__ENSMUSG00000024500	1425	1177	1833	0	2	2
ENSG00000169302__ENSMUSG00000039954	37	34	52	11	9	14
ENSG00000113657__ENSMUSG00000024501	42480	44233	46217	955	959	1277
ENSG00000176049__ENSMUSG00000024502	1397	601	2221	0	0	0
ENSG00000164266__ENSMUSG00000024503	13	33	10	1	0	0
ENSG00000164265__ENSMUSG00000038791	1434	1290	1046	0	0	0
ENSG00000178776__ENSMUSG00000071858	1	1	2	0	0	0
ENSG00000133710__ENSMUSG00000055561	157	79	371	0	0	0
ENSG00000196800__ENSMUSG00000051050	0	0	0	0	0	0
ENSG00000178172__ENSMUSG00000055095	0	0	0	0	0	0
ENSG00000214510__ENSMUSG00000073551	0	0	2	0	0	0
ENSG00000145879__ENSMUSG00000060201	0	0	0	0	0	0
ENSG00000145868__ENSMUSG00000042211	2183	1204	3271	1889	1901	2296
ENSG00000164270__ENSMUSG00000026322	0	0	0	0	0	0
ENSG00000169252__ENSMUSG00000045730	66	77	81	124	100	141
ENSG00000169247__ENSMUSG00000045629	43	47	52	76	87	132
ENSG00000251842__ENSMUSG00000065090	0	0	0	0	0	0
ENSG00000173210__ENSMUSG00000032735	35	82	50	0	1	4
ENSG00000157510__ENSMUSG00000033032	673	852	565	46	38	65
ENSG00000164284__ENSMUSG00000024580	1812	1181	3649	817	808	1039
ENSG00000145882__ENSMUSG00000024579	1249	1222	1174	622	654	602
ENSG00000127743__ENSMUSG00000024578	6	5	2	18	14	27
ENSG00000113712__ENSMUSG00000024576	5566	4735	8684	8964	9304	12164
ENSG00000183111__ENSMUSG00000045094	62	70	67	1	5	2
ENSG00000155846__ENSMUSG00000033871	1115	957	1173	235	142	199
ENSG00000132915__ENSMUSG00000024575	6	3	5	1	0	7
ENSG00000155850__ENSMUSG00000034320	883	429	1813	717	689	820
ENSG00000113716__ENSMUSG00000024622	4134	3754	3354	957	967	1001
ENSG00000182578__ENSMUSG00000024621	4	7	4	1	0	0
ENSG00000113721__ENSMUSG00000024620	2463	2429	1818	29	21	34
ENSG00000113722__ENSMUSG00000024619	2	0	2	97	64	63
ENSG00000011083__ENSMUSG00000052026	1	3	4	349	172	275
ENSG00000070808__ENSMUSG00000024617	5	8	4	48	27	49
ENSG00000183876__ENSMUSG00000036412	196	234	194	0	1	1
ENSG00000070814__ENSMUSG00000024613	22199	23810	20923	5279	4897	5090
ENSG00000019582__ENSMUSG00000024610	2733	3468	2570	16	9	4
ENSG00000164587__ENSMUSG00000024608	61754	58855	44143	18562	17171	19466
ENSG00000070614__ENSMUSG00000054008	9654	10220	8746	1061	912	1038
ENSG00000171992__ENSMUSG00000043079	168	218	139	17	2	23
ENSG00000164591__ENSMUSG00000049173	1366	1467	1384	2	3	4
ENSG00000086589__ENSMUSG00000024604	2709	3197	3442	1515	1241	1468
ENSG00000132912__ENSMUSG00000024603	3507	2360	4969	1018	946	1183
ENSG00000256235__ENSMUSG00000038059	0	0	5	66	94	72
ENSG00000237693__ENSMUSG00000069874	5	1	6	31	11	28
ENSG00000237693__ENSMUSG00000046879	5	1	6	602	235	200
ENSG00000237693__ENSMUSG00000078853	5	1	6	30	16	9
ENSG00000211445__ENSMUSG00000018339	3626	3677	3483	171	225	310
ENSG00000145901__ENSMUSG00000020400	2520	2716	2223	2542	2552	2945
ENSG00000197043__ENSMUSG00000018340	10051	9789	6903	4804	4019	4412
ENSG00000198624__ENSMUSG00000049588	1365	1211	951	7	4	7
ENSG00000196743__ENSMUSG00000000594	3538	3474	3160	1291	1334	1731
ENSG00000186334__ENSMUSG00000049491	2	0	0	5	11	11
ENSG00000186335__ENSMUSG00000020264	1	7	3	2	2	3
ENSG00000123643__ENSMUSG00000020261	1303	1227	1417	549	565	621
ENSG00000086570__ENSMUSG00000055333	116	113	130	14	24	32
ENSG00000113140__ENSMUSG00000018593	27429	30475	29006	28986	24570	26496
ENSG00000177556__ENSMUSG00000018585	1585	1731	1308	1393	1231	1233
ENSG00000145907__ENSMUSG00000018583	25596	16914	36693	12584	13318	13754
ENSG00000145888__ENSMUSG00000000263	2	0	3	1	0	0
ENSG00000132911__ENSMUSG00000037393	15	9	12	0	0	1
ENSG00000155511__ENSMUSG00000020524	81	91	105	0	0	0
ENSG00000055147__ENSMUSG00000020523	621	401	1179	1619	1549	1916
ENSG00000037749__ENSMUSG00000020522	1410	825	2948	1208	1134	1169
ENSG00000164574__ENSMUSG00000020520	1928	1759	1416	352	258	230
ENSG00000164576__ENSMUSG00000020519	795	731	788	235	269	311
ENSG00000113196__ENSMUSG00000037335	1	1	0	0	0	1
ENSG00000155506__ENSMUSG00000037331	39247	40604	39305	4538	4200	5003
ENSG00000170271__ENSMUSG00000086962	165	211	154	2	4	4
ENSG00000155508__ENSMUSG00000020515	2733	2160	3861	2525	2204	3019
ENSG00000082516__ENSMUSG00000037275	6571	5926	7269	2023	1948	2141
ENSG00000082515__ENSMUSG00000020514	2470	2742	2418	516	520	556
ENSG00000170624__ENSMUSG00000020354	8	15	15	0	13	2
ENSG00000231989__ENSMUSG00000047714	17	9	20	1070	1071	1195
ENSG00000145850__ENSMUSG00000055546	6	9	0	0	0	0
ENSG00000113249__ENSMUSG00000040413	4	1	0	0	0	3
ENSG00000113249__ENSMUSG00000040405	4	1	0	0	0	4
ENSG00000113249__ENSMUSG00000046974	4	1	0	27	51	40
ENSG00000113249__ENSMUSG00000078924	4	1	0	4	2	8
ENSG00000135077__ENSMUSG00000020399	2	1	2	30	28	34
ENSG00000155868__ENSMUSG00000020397	557	469	853	233	282	296
ENSG00000113263__ENSMUSG00000020395	21	14	34	2	0	0
ENSG00000170613__ENSMUSG00000020401	0	0	0	0	0	0
ENSG00000055163__ENSMUSG00000020340	5681	6134	5382	381	366	470
ENSG00000172568__ENSMUSG00000048721	3	2	3	7	12	17
ENSG00000172548__ENSMUSG00000020411	19	23	25	18	20	9
ENSG00000252068__ENSMUSG00000065309	0	0	0	0	0	0
ENSG00000039600__ENSMUSG00000040489	34	31	32	2	4	6
ENSG00000187658__ENSMUSG00000020434	0	0	0	35	20	66
ENSG00000113272__ENSMUSG00000011254	1072	991	1169	357	384	355
ENSG00000155858__ENSMUSG00000044847	579	506	636	303	251	295
ENSG00000113282__ENSMUSG00000006169	5514	3936	10005	1735	1654	1753
ENSG00000164330__ENSMUSG00000057098	8	2	10	428	390	556
ENSG00000145860__ENSMUSG00000019189	4922	4158	7116	1277	1364	1093
ENSG00000164332__ENSMUSG00000041231	1439	1003	4830	711	906	1005
ENSG00000113302__ENSMUSG00000004296	0	0	0	0	0	0
ENSG00000170214__ENSMUSG00000050541	6	6	3	0	0	0
ENSG00000113312__ENSMUSG00000041278	5115	5374	5721	1050	1044	1302
ENSG00000170234__ENSMUSG00000044950	2423	2201	3605	632	818	890
ENSG00000170231__ENSMUSG00000020405	392	260	207	0	0	0
ENSG00000135083__ENSMUSG00000044707	3652	3934	3273	119	52	45
ENSG00000145861__ENSMUSG00000046491	53	62	45	0	0	0
ENSG00000164609__ENSMUSG00000020409	1190	848	2545	809	961	901
ENSG00000164611__ENSMUSG00000020415	6497	6915	5124	1297	1235	1538
ENSG00000118322__ENSMUSG00000055415	197	101	127	0	0	0
ENSG00000145864__ENSMUSG00000007653	4	9	29	6	7	8
ENSG00000145863__ENSMUSG00000020428	0	0	0	0	0	0
ENSG00000022355__ENSMUSG00000010803	23	16	61	1	1	0
ENSG00000113327__ENSMUSG00000020436	72	41	51	2	0	0
ENSG00000201474__ENSMUSG00000089612	0	0	0	0	0	0
ENSG00000113328__ENSMUSG00000020326	14767	11197	22480	5010	5934	7185
ENSG00000170584__ENSMUSG00000020328	2292	2268	2382	2271	2721	3194
ENSG00000072571__ENSMUSG00000020330	3488	1938	5689	2078	2729	3870
ENSG00000038274__ENSMUSG00000042032	3708	2643	4579	1990	2236	2329
