index	gene_id	gene_name
M09592_1	ENSG00000102145	GATA1
M09593_1	ENSG00000102145	GATA1
M09594_1	ENSG00000102145	GATA1
M09595_1	ENSG00000102145	GATA1
M09596_1	ENSG00000102145	GATA1
M09597_1	ENSG00000164900	GBX1
M09598_1	ENSG00000164900	GBX1
M09599_1	ENSG00000164900	GBX1
M09600_1	ENSG00000164900	GBX1
M09601_1	ENSG00000197921	HES5
M09602_1	ENSG00000197921	HES5
M09603_1	ENSG00000105991	HOXA1
M09604_1	ENSG00000105991	HOXA1
M09605_1	ENSG00000253293	HOXA10
M09606_1	ENSG00000253293	HOXA10
M09607_1	ENSG00000253293	HOXA10
M09608_1	ENSG00000253293	HOXA10
M09609_1	ENSG00000253293	HOXA10
M09610_1	ENSG00000253293	HOXA10
M09611_1	ENSG00000253293	HOXA10
M09612_1	ENSG00000253293	HOXA10
M09613_1	ENSG00000253293	HOXA10
M09614_1	ENSG00000253293	HOXA10
M09615_1	ENSG00000253293	HOXA10
M09616_1	ENSG00000253293	HOXA10
M09617_1	ENSG00000106031	HOXA13
M09618_1	ENSG00000106031	HOXA13
M09619_1	ENSG00000106031	HOXA13
M09620_1	ENSG00000106031	HOXA13
M09621_1	ENSG00000106031	HOXA13
M09622_1	ENSG00000106031	HOXA13
M09623_1	ENSG00000106031	HOXA13
M09624_1	ENSG00000106031	HOXA13
M09625_1	ENSG00000169840	GSX1
M09626_1	ENSG00000169840	GSX1
M09627_1	ENSG00000169840	GSX1
M09628_1	ENSG00000169840	GSX1
M09629_1	ENSG00000169840	GSX1
M09630_1	ENSG00000169840	GSX1
M09631_1	ENSG00000169840	GSX1
M09632_1	ENSG00000169840	GSX1
M09633_1	ENSG00000253293	HOXA10
M09634_1	ENSG00000253293	HOXA10
M09635_1	ENSG00000253293	HOXA10
M09636_1	ENSG00000253293	HOXA10
M09637_1	ENSG00000253293	HOXA10
M09638_1	ENSG00000253293	HOXA10
M09639_1	ENSG00000253293	HOXA10
M09640_1	ENSG00000253293	HOXA10
M09641_1	ENSG00000105991	HOXA1
M09642_1	ENSG00000105991	HOXA1
M09643_1	ENSG00000106031	HOXA13
M09644_1	ENSG00000106031	HOXA13
M09645_1	ENSG00000169840	GSX1
M09646_1	ENSG00000169840	GSX1
M09647_1	ENSG00000169840	GSX1
M09648_1	ENSG00000169840	GSX1
M09649_1	ENSG00000169840	GSX1
M09650_1	ENSG00000169840	GSX1
M09651_1	ENSG00000169840	GSX1
M09652_1	ENSG00000169840	GSX1
M09653_1	ENSG00000253293	HOXA10
M09654_1	ENSG00000253293	HOXA10
M09655_1	ENSG00000105996	HOXA2
M09656_1	ENSG00000105996	HOXA2
M09657_1	ENSG00000105996	HOXA2
M09658_1	ENSG00000105996	HOXA2
M09659_1	ENSG00000253293	HOXA10
M09660_1	ENSG00000253293	HOXA10
M09661_1	ENSG00000253293	HOXA10
M09662_1	ENSG00000253293	HOXA10
M09663_1	ENSG00000253293	HOXA10
M09664_1	ENSG00000253293	HOXA10
M09665_1	ENSG00000253293	HOXA10
M09666_1	ENSG00000253293	HOXA10
M09667_1	ENSG00000253293	HOXA10
M09668_1	ENSG00000253293	HOXA10
M09669_1	ENSG00000253293	HOXA10
M09670_1	ENSG00000253293	HOXA10
M09671_1	ENSG00000253293	HOXA10
M09672_1	ENSG00000253293	HOXA10
M09673_1	ENSG00000253293	HOXA10
M09674_1	ENSG00000253293	HOXA10
M09675_1	ENSG00000253293	HOXA10
M09676_1	ENSG00000253293	HOXA10
M09677_1	ENSG00000253293	HOXA10
M09678_1	ENSG00000253293	HOXA10
M09679_1	ENSG00000123407	HOXC12
M09680_1	ENSG00000123407	HOXC12
M09681_1	ENSG00000123407	HOXC12
M09682_1	ENSG00000123407	HOXC12
M09683_1	ENSG00000106031	HOXA13
M09684_1	ENSG00000106031	HOXA13
M09685_1	ENSG00000169840	GSX1
M09686_1	ENSG00000169840	GSX1
M09687_1	ENSG00000253293	HOXA10
M09688_1	ENSG00000253293	HOXA10
M09689_1	ENSG00000253293	HOXA10
M09690_1	ENSG00000253293	HOXA10
M09691_1	ENSG00000253293	HOXA10
M09692_1	ENSG00000253293	HOXA10
M09693_1	ENSG00000105991	HOXA1
M09694_1	ENSG00000105991	HOXA1
M09695_1	ENSG00000253293	HOXA10
M09696_1	ENSG00000253293	HOXA10
M09697_1	ENSG00000253293	HOXA10
M09698_1	ENSG00000253293	HOXA10
M09699_1	ENSG00000253293	HOXA10
M09700_1	ENSG00000253293	HOXA10
M09701_1	ENSG00000253293	HOXA10
M09702_1	ENSG00000253293	HOXA10
M09703_1	ENSG00000106031	HOXA13
M09704_1	ENSG00000106031	HOXA13
M09705_1	ENSG00000106031	HOXA13
M09706_1	ENSG00000106031	HOXA13
M09707_1	ENSG00000169840	GSX1
M09708_1	ENSG00000169840	GSX1
M09709_1	ENSG00000169840	GSX1
M09710_1	ENSG00000169840	GSX1
M09711_1	ENSG00000169840	GSX1
M09712_1	ENSG00000169840	GSX1
M09713_1	ENSG00000253293	HOXA10
M09714_1	ENSG00000253293	HOXA10
M09715_1	ENSG00000253293	HOXA10
M09716_1	ENSG00000253293	HOXA10
M09717_1	ENSG00000253293	HOXA10
M09718_1	ENSG00000253293	HOXA10
M09719_1	ENSG00000253293	HOXA10
M09720_1	ENSG00000253293	HOXA10
M09721_1	ENSG00000253293	HOXA10
M09722_1	ENSG00000253293	HOXA10
M09723_1	ENSG00000176160	HSF5
M09724_1	ENSG00000176160	HSF5
M09725_1	ENSG00000176160	HSF5
M09726_1	ENSG00000176160	HSF5
M09727_1	ENSG00000172468	HSFY1
M09728_1	ENSG00000172468	HSFY1
M09729_1	ENSG00000172468	HSFY1
M09730_1	ENSG00000172468	HSFY1
M09731_1	ENSG00000172468	HSFY1
M09732_1	ENSG00000172468	HSFY1
M09733_1	ENSG00000172468	HSFY1
M09734_1	ENSG00000172468	HSFY1
M09735_1	ENSG00000180318	ALX1
M09736_1	ENSG00000180318	ALX1
M09737_1	ENSG00000180318	ALX1
M09738_1	ENSG00000180318	ALX1
M09739_1	ENSG00000162772	ATF3
M09740_1	ENSG00000162772	ATF3
M09741_1	ENSG00000162772	ATF3
M09742_1	ENSG00000162772	ATF3
M09743_1	ENSG00000162772	ATF3
M09744_1	ENSG00000162772	ATF3
M09745_1	ENSG00000162772	ATF3
M09746_1	ENSG00000162772	ATF3
M09747_1	ENSG00000177606	JUN
M09748_1	ENSG00000177606	JUN
M09749_1	ENSG00000177606	JUN
M09750_1	ENSG00000177606	JUN
M09751_1	ENSG00000177606	JUN
M09752_1	ENSG00000177606	JUN
M09753_1	ENSG00000177606	JUN
M09754_1	ENSG00000177606	JUN
M09755_1	ENSG00000105610	KLF1
M09756_1	ENSG00000105610	KLF1
M09757_1	ENSG00000171872	KLF17
M09758_1	ENSG00000171872	KLF17
M09759_1	ENSG00000105610	KLF1
M09760_1	ENSG00000105610	KLF1
M09761_1	ENSG00000138795	LEF1
M09762_1	ENSG00000138795	LEF1
M09763_1	ENSG00000138795	LEF1
M09764_1	ENSG00000138795	LEF1
M09765_1	ENSG00000138795	LEF1
M09766_1	ENSG00000138795	LEF1
M09767_1	ENSG00000138795	LEF1
M09768_1	ENSG00000138795	LEF1
M09769_1	ENSG00000273706	LHX1
M09770_1	ENSG00000273706	LHX1
M09771_1	ENSG00000273706	LHX1
M09772_1	ENSG00000273706	LHX1
M09773_1	ENSG00000273706	LHX1
M09774_1	ENSG00000273706	LHX1
M09775_1	ENSG00000106852	LHX6
M09776_1	ENSG00000106852	LHX6
M09777_1	ENSG00000106852	LHX6
M09778_1	ENSG00000106852	LHX6
M09779_1	ENSG00000106689	LHX2
M09780_1	ENSG00000106689	LHX2
M09781_1	ENSG00000106689	LHX2
M09782_1	ENSG00000106689	LHX2
M09783_1	ENSG00000162761	LMX1A
M09784_1	ENSG00000162761	LMX1A
M09785_1	ENSG00000162761	LMX1A
M09786_1	ENSG00000162761	LMX1A
M09787_1	ENSG00000162761	LMX1A
M09788_1	ENSG00000162761	LMX1A
M09789_1	ENSG00000185022	MAFF
M09790_1	ENSG00000185022	MAFF
M09791_1	ENSG00000185022	MAFF
M09792_1	ENSG00000185022	MAFF
M09793_1	ENSG00000185022	MAFF
M09794_1	ENSG00000185022	MAFF
M09795_1	ENSG00000185022	MAFF
M09796_1	ENSG00000185022	MAFF
M09797_1	ENSG00000185022	MAFF
M09798_1	ENSG00000185022	MAFF
M09799_1	ENSG00000185022	MAFF
M09800_1	ENSG00000185022	MAFF
M09801_1	ENSG00000105996	HOXA2
M09802_1	ENSG00000105996	HOXA2
M09803_1	ENSG00000105996	HOXA2
M09804_1	ENSG00000105996	HOXA2
M09805_1	ENSG00000105996	HOXA2
M09806_1	ENSG00000105996	HOXA2
M09807_1	ENSG00000105996	HOXA2
M09808_1	ENSG00000105996	HOXA2
M09809_1	ENSG00000185155	MIXL1
M09810_1	ENSG00000185155	MIXL1
M09811_1	ENSG00000164900	GBX1
M09812_1	ENSG00000164900	GBX1
M09813_1	ENSG00000179774	ATOH7
M09814_1	ENSG00000179774	ATOH7
M09815_1	ENSG00000179774	ATOH7
M09816_1	ENSG00000179774	ATOH7
M09817_1	ENSG00000179774	ATOH7
M09818_1	ENSG00000179774	ATOH7
M09819_1	ENSG00000179774	ATOH7
M09820_1	ENSG00000179774	ATOH7
M09821_1	ENSG00000163132	MSX1
M09822_1	ENSG00000163132	MSX1
M09823_1	ENSG00000163132	MSX1
M09824_1	ENSG00000163132	MSX1
M09825_1	ENSG00000163132	MSX1
M09826_1	ENSG00000163132	MSX1
M09827_1	ENSG00000111049	MYF5
M09828_1	ENSG00000111049	MYF5
M09829_1	ENSG00000111049	MYF5
M09830_1	ENSG00000111049	MYF5
M09831_1	ENSG00000111049	MYF5
M09832_1	ENSG00000111049	MYF5
M09833_1	ENSG00000111049	MYF5
M09834_1	ENSG00000111049	MYF5
M09835_1	ENSG00000111049	MYF5
M09836_1	ENSG00000111049	MYF5
M09837_1	ENSG00000111049	MYF5
M09838_1	ENSG00000111049	MYF5
M09839_1	ENSG00000111049	MYF5
M09840_1	ENSG00000111049	MYF5
M09841_1	ENSG00000111049	MYF5
M09842_1	ENSG00000111049	MYF5
M09843_1	ENSG00000111049	MYF5
M09844_1	ENSG00000111049	MYF5
M09845_1	ENSG00000111049	MYF5
M09846_1	ENSG00000111049	MYF5
M09847_1	ENSG00000111704	NANOG
M09848_1	ENSG00000111704	NANOG
M09849_1	ENSG00000131196	NFATC1
M09850_1	ENSG00000131196	NFATC1
M09851_1	ENSG00000131196	NFATC1
M09852_1	ENSG00000131196	NFATC1
M09853_1	ENSG00000131196	NFATC1
M09854_1	ENSG00000131196	NFATC1
M09855_1	ENSG00000131196	NFATC1
M09856_1	ENSG00000131196	NFATC1
M09857_1	ENSG00000131196	NFATC1
M09858_1	ENSG00000131196	NFATC1
M09859_1	ENSG00000131196	NFATC1
M09860_1	ENSG00000131196	NFATC1
M09861_1	ENSG00000136352	NKX2-1
M09862_1	ENSG00000136352	NKX2-1
M09863_1	ENSG00000136352	NKX2-1
M09864_1	ENSG00000136352	NKX2-1
M09865_1	ENSG00000136352	NKX2-1
M09866_1	ENSG00000136352	NKX2-1
M09867_1	ENSG00000136352	NKX2-1
M09868_1	ENSG00000136352	NKX2-1
M09869_1	ENSG00000215612	HMX1
M09870_1	ENSG00000215612	HMX1
M09871_1	ENSG00000120798	NR2C1
M09872_1	ENSG00000120798	NR2C1
M09873_1	ENSG00000120798	NR2C1
M09874_1	ENSG00000120798	NR2C1
M09875_1	ENSG00000175745	NR2F1
M09876_1	ENSG00000175745	NR2F1
M09877_1	ENSG00000175745	NR2F1
M09878_1	ENSG00000175745	NR2F1
M09879_1	ENSG00000175745	NR2F1
M09880_1	ENSG00000175745	NR2F1
M09881_1	ENSG00000175745	NR2F1
M09882_1	ENSG00000175745	NR2F1
M09883_1	ENSG00000175745	NR2F1
M09884_1	ENSG00000175745	NR2F1
M09885_1	ENSG00000175745	NR2F1
M09886_1	ENSG00000175745	NR2F1
M09887_1	ENSG00000175745	NR2F1
M09888_1	ENSG00000175745	NR2F1
M09889_1	ENSG00000175745	NR2F1
M09890_1	ENSG00000175745	NR2F1
M09891_1	ENSG00000123358	NR4A1
M09892_1	ENSG00000123358	NR4A1
M09893_1	ENSG00000123358	NR4A1
M09894_1	ENSG00000123358	NR4A1
M09895_1	ENSG00000180535	BHLHA15
M09896_1	ENSG00000180535	BHLHA15
M09897_1	ENSG00000180535	BHLHA15
M09898_1	ENSG00000180535	BHLHA15
M09899_1	ENSG00000180535	BHLHA15
M09900_1	ENSG00000180535	BHLHA15
M09901_1	ENSG00000180535	BHLHA15
M09902_1	ENSG00000180535	BHLHA15
M09903_1	ENSG00000169856	ONECUT1
M09904_1	ENSG00000169856	ONECUT1
M09905_1	ENSG00000169856	ONECUT1
M09906_1	ENSG00000169856	ONECUT1
M09907_1	ENSG00000105996	HOXA2
M09908_1	ENSG00000105996	HOXA2
M09909_1	ENSG00000143190	POU2F1
M09910_1	ENSG00000143190	POU2F1
M09911_1	ENSG00000152192	POU4F1
M09912_1	ENSG00000152192	POU4F1
M09913_1	ENSG00000152192	POU4F1
M09914_1	ENSG00000152192	POU4F1
M09915_1	ENSG00000152192	POU4F1
M09916_1	ENSG00000152192	POU4F1
M09917_1	ENSG00000152192	POU4F1
M09918_1	ENSG00000152192	POU4F1
M09919_1	ENSG00000152192	POU4F1
M09920_1	ENSG00000152192	POU4F1
M09921_1	ENSG00000186951	PPARA
M09922_1	ENSG00000186951	PPARA
M09923_1	ENSG00000186951	PPARA
M09924_1	ENSG00000186951	PPARA
M09925_1	ENSG00000110851	PRDM4
M09926_1	ENSG00000110851	PRDM4
M09927_1	ENSG00000156150	ALX3
M09928_1	ENSG00000156150	ALX3
M09929_1	ENSG00000156150	ALX3
M09930_1	ENSG00000156150	ALX3
M09931_1	ENSG00000180318	ALX1
M09932_1	ENSG00000180318	ALX1
M09933_1	ENSG00000180318	ALX1
M09934_1	ENSG00000180318	ALX1
M09935_1	ENSG00000180318	ALX1
M09936_1	ENSG00000180318	ALX1
M09937_1	ENSG00000131759	RARA
M09938_1	ENSG00000131759	RARA
M09939_1	ENSG00000131759	RARA
M09940_1	ENSG00000131759	RARA
M09941_1	ENSG00000180318	ALX1
M09942_1	ENSG00000180318	ALX1
M09943_1	ENSG00000132005	RFX1
M09944_1	ENSG00000132005	RFX1
M09945_1	ENSG00000132005	RFX1
M09946_1	ENSG00000132005	RFX1
M09947_1	ENSG00000143390	RFX5
M09948_1	ENSG00000143390	RFX5
M09949_1	ENSG00000143390	RFX5
M09950_1	ENSG00000143390	RFX5
M09951_1	ENSG00000069667	RORA
M09952_1	ENSG00000069667	RORA
M09953_1	ENSG00000069667	RORA
M09954_1	ENSG00000069667	RORA
M09955_1	ENSG00000069667	RORA
M09956_1	ENSG00000069667	RORA
M09957_1	ENSG00000069667	RORA
M09958_1	ENSG00000069667	RORA
M09959_1	ENSG00000186350	RXRA
M09960_1	ENSG00000186350	RXRA
M09961_1	ENSG00000186350	RXRA
M09962_1	ENSG00000186350	RXRA
M09963_1	ENSG00000186350	RXRA
M09964_1	ENSG00000186350	RXRA
M09965_1	ENSG00000186350	RXRA
M09966_1	ENSG00000186350	RXRA
M09967_1	ENSG00000180318	ALX1
M09968_1	ENSG00000180318	ALX1
M09969_1	ENSG00000072310	SREBF1
M09970_1	ENSG00000072310	SREBF1
M09971_1	ENSG00000072310	SREBF1
M09972_1	ENSG00000072310	SREBF1
M09973_1	ENSG00000072310	SREBF1
M09974_1	ENSG00000072310	SREBF1
M09975_1	ENSG00000072310	SREBF1
M09976_1	ENSG00000072310	SREBF1
M09977_1	ENSG00000164458	T
M09978_1	ENSG00000164458	T
M09979_1	ENSG00000164458	T
M09980_1	ENSG00000164458	T
M09981_1	ENSG00000184058	TBX1
M09982_1	ENSG00000184058	TBX1
M09983_1	ENSG00000184058	TBX1
M09984_1	ENSG00000184058	TBX1
M09985_1	ENSG00000184058	TBX1
M09986_1	ENSG00000184058	TBX1
M09987_1	ENSG00000184058	TBX1
M09988_1	ENSG00000184058	TBX1
M09989_1	ENSG00000179774	ATOH7
M09990_1	ENSG00000179774	ATOH7
M09991_1	ENSG00000179774	ATOH7
M09992_1	ENSG00000179774	ATOH7
M09993_1	ENSG00000138795	LEF1
M09994_1	ENSG00000138795	LEF1
M09995_1	ENSG00000138795	LEF1
M09996_1	ENSG00000138795	LEF1
M09997_1	ENSG00000152284	TCF7L1
M09998_1	ENSG00000152284	TCF7L1
M09999_1	ENSG00000152284	TCF7L1
M10000_1	ENSG00000152284	TCF7L1
M10001_1	ENSG00000137203	TFAP2A
M10002_1	ENSG00000137203	TFAP2A
M10003_1	ENSG00000137203	TFAP2A
M10004_1	ENSG00000137203	TFAP2A
M10005_1	ENSG00000090447	TFAP4
M10006_1	ENSG00000090447	TFAP4
M10007_1	ENSG00000090447	TFAP4
M10008_1	ENSG00000090447	TFAP4
M10009_1	ENSG00000090447	TFAP4
M10010_1	ENSG00000090447	TFAP4
M10011_1	ENSG00000090447	TFAP4
M10012_1	ENSG00000090447	TFAP4
M10013_1	ENSG00000126351	THRA
M10014_1	ENSG00000126351	THRA
M10015_1	ENSG00000126351	THRA
M10016_1	ENSG00000126351	THRA
M10017_1	ENSG00000126351	THRA
M10018_1	ENSG00000126351	THRA
M10019_1	ENSG00000126351	THRA
M10020_1	ENSG00000126351	THRA
M10021_1	ENSG00000151650	VENTX
M10022_1	ENSG00000151650	VENTX
M10023_1	ENSG00000100987	VSX1
M10024_1	ENSG00000100987	VSX1
M10025_1	ENSG00000100987	VSX1
M10026_1	ENSG00000100987	VSX1
M10027_1	ENSG00000180318	ALX1
M10028_1	ENSG00000180318	ALX1
M10029_1	ENSG00000180318	ALX1
M10030_1	ENSG00000180318	ALX1
M10031_1	ENSG00000100219	XBP1
M10032_1	ENSG00000100219	XBP1
M10033_1	ENSG00000100219	XBP1
M10034_1	ENSG00000100219	XBP1
M10035_1	ENSG00000100811	YY1
M10036_1	ENSG00000100811	YY1
M10037_1	ENSG00000100811	YY1
M10038_1	ENSG00000100811	YY1
M10039_1	ENSG00000204366	ZBTB12
M10040_1	ENSG00000204366	ZBTB12
M10041_1	ENSG00000204366	ZBTB12
M10042_1	ENSG00000204366	ZBTB12
M10043_1	ENSG00000173275	ZNF449
M10044_1	ENSG00000173275	ZNF449
M10045_1	ENSG00000173275	ZNF449
M10046_1	ENSG00000173275	ZNF449
M10047_1	ENSG00000178187	ZNF454
M10048_1	ENSG00000178187	ZNF454
M10049_1	ENSG00000178187	ZNF454
M10050_1	ENSG00000178187	ZNF454
M10051_1	ENSG00000213015	ZNF580
M10052_1	ENSG00000213015	ZNF580
M10053_1	ENSG00000213015	ZNF580
M10054_1	ENSG00000213015	ZNF580
M10055_1	ENSG00000178665	ZNF713
M10056_1	ENSG00000178665	ZNF713
M10057_1	ENSG00000178665	ZNF713
M10058_1	ENSG00000178665	ZNF713
M10059_1	ENSG00000142409	ZNF787
M10060_1	ENSG00000142409	ZNF787
M10061_1	ENSG00000142409	ZNF787
M10062_1	ENSG00000142409	ZNF787
M10063_1	ENSG00000118217	ATF6
M10064_1	ENSG00000118217	ATF6
M10065_1	ENSG00000118217	ATF6
M10066_1	ENSG00000123268	ATF1
M10067_1	ENSG00000123268	ATF1
M10068_1	ENSG00000123268	ATF1
M10069_1	ENSG00000123268	ATF1
M10070_1	ENSG00000123268	ATF1
M10071_1	ENSG00000123268	ATF1
M10072_1	ENSG00000107175	CREB3
M10073_1	ENSG00000107175	CREB3
M10074_1	ENSG00000107175	CREB3
M10075_1	ENSG00000107175	CREB3
M10076_1	ENSG00000107175	CREB3
M10077_1	ENSG00000107175	CREB3
M10078_1	ENSG00000157613	CREB3L1
M10079_1	ENSG00000157613	CREB3L1
M10080_1	ENSG00000157613	CREB3L1
M10081_1	ENSG00000157613	CREB3L1
M10082_1	ENSG00000157613	CREB3L1
M10083_1	ENSG00000157613	CREB3L1
M10084_1	ENSG00000157613	CREB3L1
M10085_1	ENSG00000157613	CREB3L1
M10086_1	ENSG00000157613	CREB3L1
M10087_1	ENSG00000157613	CREB3L1
M10088_1	ENSG00000157613	CREB3L1
M10089_1	ENSG00000157613	CREB3L1
M10090_1	ENSG00000143578	CREB3L4
M10091_1	ENSG00000143578	CREB3L4
M10092_1	ENSG00000143578	CREB3L4
M10093_1	ENSG00000143578	CREB3L4
M10094_1	ENSG00000143578	CREB3L4
M10095_1	ENSG00000143578	CREB3L4
M10096_1	ENSG00000170345	FOS
M10097_1	ENSG00000170345	FOS
M10098_1	ENSG00000170345	FOS
M10099_1	ENSG00000170345	FOS
M10100_1	ENSG00000170345	FOS
M10101_1	ENSG00000170345	FOS
M10102_1	ENSG00000138136	LBX1
M10103_1	ENSG00000138136	LBX1
M10104_1	ENSG00000138136	LBX1
M10105_1	ENSG00000138136	LBX1
M10106_1	ENSG00000138136	LBX1
M10107_1	ENSG00000138136	LBX1
M10108_1	ENSG00000106852	LHX6
M10109_1	ENSG00000106852	LHX6
M10110_1	ENSG00000106852	LHX6
M10111_1	ENSG00000106852	LHX6
M10112_1	ENSG00000106852	LHX6
M10113_1	ENSG00000106852	LHX6
M10114_1	ENSG00000178573	MAF
M10115_1	ENSG00000178573	MAF
M10116_1	ENSG00000178573	MAF
M10117_1	ENSG00000178573	MAF
M10118_1	ENSG00000178573	MAF
M10119_1	ENSG00000178573	MAF
M10120_1	ENSG00000178573	MAF
M10121_1	ENSG00000178573	MAF
M10122_1	ENSG00000178573	MAF
M10123_1	ENSG00000178573	MAF
M10124_1	ENSG00000178573	MAF
M10125_1	ENSG00000178573	MAF
M10126_1	ENSG00000185022	MAFF
M10127_1	ENSG00000185022	MAFF
M10128_1	ENSG00000185022	MAFF
M10129_1	ENSG00000185022	MAFF
M10130_1	ENSG00000185022	MAFF
M10131_1	ENSG00000185022	MAFF
M10132_1	ENSG00000131196	NFATC1
M10133_1	ENSG00000131196	NFATC1
M10134_1	ENSG00000131196	NFATC1
M10135_1	ENSG00000131196	NFATC1
M10136_1	ENSG00000131196	NFATC1
M10137_1	ENSG00000131196	NFATC1
M10138_1	ENSG00000136352	NKX2-1
M10139_1	ENSG00000136352	NKX2-1
M10140_1	ENSG00000136352	NKX2-1
M10141_1	ENSG00000136931	NR5A1
M10142_1	ENSG00000136931	NR5A1
M10143_1	ENSG00000136931	NR5A1
M10144_1	ENSG00000136931	NR5A1
M10145_1	ENSG00000136931	NR5A1
M10146_1	ENSG00000136931	NR5A1
M10147_1	ENSG00000135903	PAX3
M10148_1	ENSG00000135903	PAX3
M10149_1	ENSG00000135903	PAX3
M10150_1	ENSG00000135903	PAX3
M10151_1	ENSG00000135903	PAX3
M10152_1	ENSG00000135903	PAX3
M10153_1	ENSG00000135903	PAX3
M10154_1	ENSG00000135903	PAX3
M10155_1	ENSG00000135903	PAX3
M10156_1	ENSG00000135903	PAX3
M10157_1	ENSG00000135903	PAX3
M10158_1	ENSG00000135903	PAX3
M10159_1	ENSG00000135903	PAX3
M10160_1	ENSG00000135903	PAX3
M10161_1	ENSG00000135903	PAX3
M10162_1	ENSG00000135903	PAX3
M10163_1	ENSG00000135903	PAX3
M10164_1	ENSG00000135903	PAX3
M10165_1	ENSG00000064835	POU1F1
M10166_1	ENSG00000064835	POU1F1
M10167_1	ENSG00000064835	POU1F1
M10168_1	ENSG00000064835	POU1F1
M10169_1	ENSG00000064835	POU1F1
M10170_1	ENSG00000064835	POU1F1
M10171_1	ENSG00000184486	POU3F2
M10172_1	ENSG00000184486	POU3F2
M10173_1	ENSG00000184486	POU3F2
M10174_1	ENSG00000131759	RARA
M10175_1	ENSG00000131759	RARA
M10176_1	ENSG00000131759	RARA
M10177_1	ENSG00000131759	RARA
M10178_1	ENSG00000131759	RARA
M10179_1	ENSG00000131759	RARA
M10180_1	ENSG00000131759	RARA
M10181_1	ENSG00000131759	RARA
M10182_1	ENSG00000131759	RARA
M10183_1	ENSG00000131759	RARA
M10184_1	ENSG00000131759	RARA
M10185_1	ENSG00000131759	RARA
M10186_1	ENSG00000135373	EHF
M10187_1	ENSG00000135373	EHF
M10188_1	ENSG00000135373	EHF
M10189_1	ENSG00000135373	EHF
M10190_1	ENSG00000101076	HNF4A
M10191_1	ENSG00000101076	HNF4A
M10192_1	ENSG00000101076	HNF4A
M10193_1	ENSG00000101076	HNF4A
M10194_1	ENSG00000101076	HNF4A
M10195_1	ENSG00000101076	HNF4A
M10196_1	ENSG00000101076	HNF4A
M10197_1	ENSG00000101076	HNF4A
M10198_1	ENSG00000106331	PAX4
M10199_1	ENSG00000106331	PAX4
M10200_1	ENSG00000106331	PAX4
M10201_1	ENSG00000106331	PAX4
M10202_1	ENSG00000106331	PAX4
M10203_1	ENSG00000106331	PAX4
M10204_1	ENSG00000106331	PAX4
M10205_1	ENSG00000106331	PAX4
M10206_1	ENSG00000143190	POU2F1
M10207_1	ENSG00000143190	POU2F1
M10208_1	ENSG00000143190	POU2F1
M10209_1	ENSG00000143190	POU2F1
M10210_1	ENSG00000143190	POU2F1
M10211_1	ENSG00000143190	POU2F1
M10212_1	ENSG00000143190	POU2F1
M10213_1	ENSG00000143190	POU2F1
M10214_1	ENSG00000143190	POU2F1
M10215_1	ENSG00000143190	POU2F1
M10216_1	ENSG00000143190	POU2F1
M10217_1	ENSG00000143190	POU2F1
M10218_1	ENSG00000184271	POU6F1
M10219_1	ENSG00000184271	POU6F1
M10220_1	ENSG00000184271	POU6F1
M10221_1	ENSG00000184271	POU6F1
M10222_1	ENSG00000184271	POU6F1
M10223_1	ENSG00000184271	POU6F1
M10224_1	ENSG00000184271	POU6F1
M10225_1	ENSG00000184271	POU6F1
M10226_1	ENSG00000143190	POU2F1
M10227_1	ENSG00000143190	POU2F1
M10228_1	ENSG00000143190	POU2F1
M10229_1	ENSG00000143190	POU2F1
M10230_1	ENSG00000143190	POU2F1
M10231_1	ENSG00000143190	POU2F1
M10232_1	ENSG00000143190	POU2F1
M10233_1	ENSG00000143190	POU2F1
M10234_1	ENSG00000143190	POU2F1
M10235_1	ENSG00000143190	POU2F1
M10236_1	ENSG00000143190	POU2F1
M10237_1	ENSG00000143190	POU2F1
M10238_1	ENSG00000143190	POU2F1
M10239_1	ENSG00000143190	POU2F1
M10240_1	ENSG00000143190	POU2F1
M10241_1	ENSG00000143190	POU2F1
M10242_1	ENSG00000143190	POU2F1
M10243_1	ENSG00000143190	POU2F1
M10244_1	ENSG00000143190	POU2F1
M10245_1	ENSG00000143190	POU2F1
M10246_1	ENSG00000143190	POU2F1
M10247_1	ENSG00000143190	POU2F1
M10248_1	ENSG00000143190	POU2F1
M10249_1	ENSG00000143190	POU2F1
M10250_1	ENSG00000143190	POU2F1
M10252_1	ENSG00000245848	CEBPA
M10253_1	ENSG00000102974	CTCF
M10254_1	ENSG00000120738	EGR1
M10255_1	ENSG00000163064	EN1
M10256_1	ENSG00000126767	ELK1
M10258_1	ENSG00000075426	FOSL2
M10259_1	ENSG00000114861	FOXP1
M10260_1	ENSG00000126767	ELK1
M10261_1	ENSG00000102145	GATA1
M10262_1	ENSG00000137270	GCM1
M10263_1	ENSG00000169083	AR
M10264_1	ENSG00000180318	ALX1
M10266_1	ENSG00000177606	JUN
M10267_1	ENSG00000177606	JUN
M10268_1	ENSG00000177606	JUN
M10269_1	ENSG00000177606	JUN
M10270_1	ENSG00000177606	JUN
M10271_1	ENSG00000177606	JUN
M10272_1	ENSG00000138795	LEF1
M10273_1	ENSG00000106852	LHX6
M10274_1	ENSG00000125952	MAX
M10275_1	ENSG00000111049	MYF5
M10276_1	ENSG00000109320	NFKB1
M10279_1	ENSG00000184486	POU3F2
